ApplicationDate,CreditScore,AnnualIncome,LoanAmount,EmploymentStatus,OutstandingDebt,EmploymentStartDate,LoanOutcome
2023-12-12 09:12:04.324324320,313,8230781,5586576,Employed,232964,2010-09-12 01:49:18.728418752,Denied
2023-12-13 11:29:00.540540544,547,8912682,8796821,Unemployed,451510,2009-06-25 12:38:28.577692544,Denied
2023-12-14 13:45:56.756756752,699,9342420,5707298,Self-Employed,85696,2000-09-09 23:58:48.966840232,Approved
2023-12-15 16:02:52.972972976,486,12084534,2240684,Employed,351182,2002-02-17 05:06:13.910660456,Denied
2023-12-16 18:19:49.189189184,777,4420202,9095527,Unemployed,487716,2005-09-25 10:46:24.105234304,Denied
2023-12-17 20:36:45.405405408,558,13320259,7138365,Employed,398248,2014-04-21 21:55:17.840504256,Denied
2023-12-18 22:53:41.621621632,315,10854017,8261400,Self-Employed,145422,2008-07-21 01:25:38.065223360,Approved
2023-12-20 01:10:37.837837840,391,10049117,5722585,Unemployed,395196,2000-03-21 01:30:45.875582352,Approved
2023-12-21 03:27:34.054054064,425,13953435,2086348,Self-Employed,389528,2002-07-01 17:14:42.981638800,Denied
2023-12-22 05:44:30.270270272,584,5525823,548255,Employed,93392,2011-09-24 23:21:43.261167424,Approved
2023-12-23 08:01:26.486486496,351,8058168,1383844,Employed,324038,2004-12-17 15:02:54.623184448,Approved
2023-12-24 10:18:22.702702704,411,3291533,5799290,Employed,35828,2006-03-28 14:15:09.619073728,Approved
2023-12-25 12:35:18.918918928,783,8961619,6406763,Employed,227004,2013-09-16 03:24:25.058920256,Denied
2023-12-26 14:52:15.135135136,848,11809341,4055431,Unemployed,366268,2008-12-26 14:01:20.898876416,Denied
2023-12-27 17:09:11.351351360,440,3764240,3766218,Self-Employed,65504,2010-12-05 22:37:31.356536064,Denied
2023-12-28 19:26:07.567567568,689,11480824,737351,Employed,28324,2007-10-06 19:58:52.913126880,Approved
2023-12-29 21:43:03.783783792,722,13124842,8188722,Unemployed,28072,2001-09-29 07:14:29.169635520,Denied
2023-12-31 00:00:00.000000000,823,11180315,2196712,Self-Employed,185903,2009-11-02 05:29:30.896135936,Denied
